Client,Sale_CL,Predicted_Probability_Sale_CL,Predicted_Sale_CL,Revenue_CL,Sale_CC,Predicted_Probability_Sale_CC,Predicted_Sale_CC,Revenue_CC,Sale_MF,Predicted_Probability_Sale_MF,Predicted_Sale_MF,Revenue_MF,ExpectedRev_MF,ExpectedRev_CC,ExpectedRev_CL,Score,Top_Offer
1218,,0.09336706,0,,,0.775467006,1,4.376964286,,0.343235728,0,,,2.632083434,,2.632083434,CC
690,,0.077240751,0,,,0.77120538,1,4.376964286,,0.284152232,0,,,2.603233379,,2.603233379,CC
46,0,0.091676783,0,0,1,0.60308798,1,7.1525,0,0.424517496,0,0,0,2.601472333,0,2.601472333,CC
275,0,0.135021455,0,0,1,0.635305117,1,6.428571429,0,0.437708413,0,0,0,2.594652377,0,2.594652377,CC
306,0,0.077348248,0,0,1,0.695078461,1,5.357142857,0,0.35688337,0,0,0,2.588218216,0,2.588218216,CC
1408,0,0.034132548,0,0,1,0.69458639,1,5.357142857,1,0.313352988,0,1.663571429,0.163346237,2.584554926,0,2.584554926,CC
806,1,0.462735452,0,12.02392857,0,0.25304801,0,0,0,0.423306706,0,0,0,0,2.574612867,2.574612867,CL
83,1,0.143368183,0,28.68535714,1,0.700207568,1,5.25,0,0.496196513,0,0,0,2.574025852,0.589611331,2.574025852,CC
592,,0.043433635,0,,,0.766499159,1,4.376964286,,0.352928339,0,,,2.571558265,,2.571558265,CC
1083,1,0.305332647,0,27.55178571,0,0.525179679,1,0,0,0.524955622,1,0,0,0,2.568598572,2.568598572,CL
1487,,0.019898621,0,,,0.765208792,1,4.376964286,,0.361151037,0,,,2.562907342,,2.562907342,CC
1112,,0.080662309,0,,,0.76352926,1,4.376964286,,0.421866668,0,,,2.551669206,,2.551669206,CC
1358,,0.17842366,0,,,0.762613831,1,4.376964286,,0.400376421,0,,,2.545554258,,2.545554258,CC
954,,0.125463942,0,,,0.761602404,1,4.376964286,,0.379066347,0,,,2.538806582,,2.538806582,CC
96,0,0.218494283,0,0,1,0.642884844,1,6.107142857,0,0.451025437,0,0,0,2.524087774,0,2.524087774,CC
1107,,0.102072514,0,,,0.756950814,1,4.376964286,,0.279705346,0,,,2.507889076,,2.507889076,CC
1163,1,0.17189127,0,7.635,1,0.572798474,1,7.642857143,0,0.448766363,0,0,0,2.507606844,0.225588358,2.507606844,CC
102,1,0.600224163,1,6.9525,0,0.58499242,1,0,1,0.481229372,0,2.958035714,0.685026963,0,2.504770539,2.504770539,CL
532,,0.03720562,0,,,0.753308442,1,4.376964286,,0.341151037,0,,,2.48381172,,2.48381172,CC
980,0,0.225254302,0,0,1,0.567594012,1,7.678571429,0,0.401705432,0,0,0,2.473751315,0,2.473751315,CC
769,,0.056814581,0,,,0.751725709,1,4.376964286,,0.287682615,0,,,2.473385493,,2.473385493,CC
686,1,0.132602911,0,18.78571429,1,0.542765132,1,8.392857143,1,0.391791613,0,0.629285714,0.096595778,2.472485262,0.330319207,2.472485262,CC
1436,1,0.20371034,0,2.107142857,1,0.627173766,1,6.285714286,0,0.534105951,1,0,0,2.472466436,0.087442009,2.472466436,CC
978,,0.043945266,0,,,0.751008014,1,4.376964286,,0.453922799,0,,,2.468664919,,2.468664919,CC
851,,0.036202455,0,,,0.74974259,1,4.376964286,,0.32848831,0,,,2.46035269,,2.46035269,CC
594,,0.223750637,0,,,0.749521427,1,4.376964286,,0.33670415,0,,,2.458901369,,2.458901369,CC
1525,,0.050965859,0,,,0.749521427,1,4.376964286,,0.33670415,0,,,2.458901369,,2.458901369,CC
1253,1,0.150095297,0,11.49607143,1,0.639339372,1,6,0,0.411791613,0,0,0,2.452528996,0.258990375,2.452528996,CC
227,,0.036699893,0,,,0.746719091,1,4.376964286,,0.427782223,0,,,2.440548895,,2.440548895,CC
1345,1,0.414447043,0,14.2075,0,0.515354365,1,0,0,0.434824885,0,0,0,0,2.440370436,2.440370436,CL
1419,,0.053309274,0,,,0.745104323,1,4.376964286,,0.406092348,0,,,2.430005013,,2.430005013,CC
1564,1,0.561402064,1,6.928571429,0,0.535290016,1,0,1,0.510707633,1,9.290178571,2.423085617,0,2.183693634,2.423085617,MF
1040,0,0.051299319,0,0,1,0.66601158,1,5.428571429,1,0.496196513,0,1.4325,0.352697228,2.407959162,0,2.407959162,CC
206,,0.031584807,0,,,0.738900546,1,4.376964286,,0.27804043,0,,,2.389708771,,2.389708771,CC
236,1,0.272619709,0,32.13285714,1,0.614628085,1,4.821428571,0,0.376097185,0,0,0,1.821379902,2.388162321,2.388162321,CL
1160,1,0.363910493,0,17.99321429,1,0.570340273,1,0.857142857,0,0.39618126,0,0,0,0.278818309,2.382856602,2.382856602,CL
1422,,0.090821841,0,,,0.735273417,1,4.376964286,,0.457599001,0,,,2.366305059,,2.366305059,CC
420,0,0.122206598,0,0,1,0.589280605,1,6.785714286,0,0.336463595,0,0,0,2.356350359,0,2.356350359,CC
1057,,0.095425141,0,,,0.732407342,1,4.376964286,,0.480659182,0,,,2.347893433,,2.347893433,CC
772,,0.481275665,0,,,0.731201603,1,4.376964286,,0.386575982,0,,,2.340169273,,2.340169273,CC
395,0,0.224098883,0,0,1,0.578011608,1,7,0,0.499323901,0,0,0,2.338681934,0,2.338681934,CC
1260,,0.057841196,0,,,0.730756092,1,4.376964286,,0.379066347,0,,,2.337318478,,2.337318478,CC
1094,0,0.284144697,0,0,1,0.673558394,1,5.138571429,0,0.370043253,0,0,0,2.331271761,0,2.331271761,CC
294,0,0.143184447,0,0,0,0.742921325,1,0,1,0.480464179,0,10.09875,2.331254303,0,0,2.331254303,MF
535,,0.084402689,0,,,0.729521427,1,4.376964286,,0.352928339,0,,,2.329427014,,2.329427014,CC
1330,0,0.026251631,0,0,1,0.731008014,1,4.357142857,0,0.43382319,0,0,0,2.328338264,0,2.328338264,CC
359,,0.052582271,0,,,0.728657723,1,4.376964286,,0.35461946,0,,,2.32391451,,2.32391451,CC
972,,0.053861416,0,,,0.728657723,1,4.376964286,,0.344926848,0,,,2.32391451,,2.32391451,CC
781,,0.085135491,0,,,0.728093443,1,4.376964286,,0.344926848,0,,,2.320316576,,2.320316576,CC
137,0,0.270343951,0,0,1,0.495812459,0,9.392857143,0,0.47618126,0,0,0,2.309046016,0,2.309046016,CC
519,1,0.302083471,0,5.5,1,0.623560961,1,5.892857143,0,0.374333029,0,0,0,2.291309458,0.501899329,2.291309458,CC
938,1,0.080046179,0,7.812142857,1,0.681677901,1,4.928571429,0,0.407273263,0,0,0,2.290232033,0.050055452,2.290232033,CC
135,,0.246630825,0,,,0.72145811,1,4.376964286,,0.3693124,0,,,2.278217807,,2.278217807,CC
983,,0.097820969,0,,,0.721421777,1,4.376964286,,0.398353284,0,,,2.277988349,,2.277988349,CC
1359,,0.042096995,0,,,0.720769168,1,4.376964286,,0.277355878,0,,,2.273868811,,2.273868811,CC
427,,0.155615049,0,,,0.720252842,1,4.376964286,,0.334112808,0,,,2.270612188,,2.270612188,CC
1485,,0.058691249,0,,,0.719999651,1,4.376964286,,0.451025437,0,,,2.269016084,,2.269016084,CC
853,,0.028252653,0,,,0.719652673,1,4.376964286,,0.370808519,0,,,2.266829669,,2.266829669,CC
291,0,0.180419133,0,0,1,0.585735676,1,6.607142857,0,0.391791613,0,0,0,2.266820075,0,2.266820075,CC
1005,1,0.453486311,0,10.96428571,0,0.570068752,1,0,0,0.376711962,0,0,0,0,2.254803542,2.254803542,CL
168,,0.097881314,0,,,0.717692642,1,4.376964286,,0.352928339,0,,,2.254498704,,2.254498704,CC
1266,0,0.282799893,0,0,1,0.510023988,1,8.607142857,0,0.385132274,0,0,0,2.238928456,0,2.238928456,CC
890,0,0.034313367,0,0,1,0.725811835,1,4.25,1,0.41382319,0,8.936964286,1.530451851,2.238911982,0,2.238911982,CC
289,,0.082615603,0,,,0.714897834,1,4.376964286,,0.451517292,0,,,2.236974147,,2.236974147,CC
1350,1,0.499216574,0,8.952142857,0,0.5602714,1,0,0,0.459144681,0,0,0,0,2.231027869,2.231027869,CL
19,,0.02028929,0,,,0.713127815,1,4.376964286,,0.341151037,0,,,2.225910791,,2.225910791,CC
1076,,0.069924458,0,,,0.712971622,1,4.376964286,,0.37479868,0,,,2.224935837,,2.224935837,CC
721,0,0.114195703,0,0,1,0.705413132,1,4.464285714,0,0.373385065,0,0,0,2.221462888,0,2.221462888,CC
298,1,0.310563648,0,22.96642857,0,0.653853902,1,0,0,0.438600696,0,0,0,0,2.215106968,2.215106968,CL
1278,,0.022019478,0,,,0.710309887,1,4.376964286,,0.447273263,0,,,2.208354155,,2.208354155,CC
559,,0.285236315,0,,,0.710157271,1,4.376964286,,0.477887633,0,,,2.207405291,,2.207405291,CC
1060,1,0.15368945,0,4.913571429,1,0.522840488,1,8.071428571,0,0.539550573,1,0,0,2.206423273,0.116060754,2.206423273,CC
1227,,0.074943035,0,,,0.708657723,1,4.376964286,,0.341151037,0,,,2.198092943,,2.198092943,CC
1247,0,1,1,0,0,0.586507443,1,0,1,0.327468265,0,20.45107143,2.193080144,0,0,2.193080144,MF
184,0,0.191379938,0,0,1,0.61445543,1,5.785714286,0,0.334598792,0,0,0,2.184428109,0,2.184428109,CC
197,,0.031792056,0,,,0.705260516,1,4.376964286,,0.480464179,0,,,2.177068752,,2.177068752,CC
339,0,0.220846189,0,0,0,0.566171299,1,0,1,0.505240701,1,8.502857143,2.17050875,0,0,2.17050875,MF
1474,,0.07534666,0,,,0.704060392,1,4.376964286,,0.402800171,0,,,2.169665728,,2.169665728,CC
957,,0.199847594,0,,,0.703913584,1,4.376964286,,0.447273263,0,,,2.168761001,,2.168761001,CC
809,1,0.512307057,1,8.262142857,1,0.541822242,1,6.964285714,0,0.467993493,0,0,0,2.044514705,2.168469792,2.168469792,CL
895,0,0.053885682,0,0,1,0.711103046,1,4.286785714,0,0.421824681,0,0,0,2.167688395,0,2.167688395,CC
194,0,0.167435677,0,0,1,0.632834516,1,5.407142857,0,0.504463766,1,0,0,2.165449998,0,2.165449998,CC
833,0,0.105058083,0,0,1,0.657189077,1,4.999285714,0,0.311238204,0,0,0,2.159178919,0,2.159178919,CC
351,0,0.040720438,0,0,1,0.771660055,1,3.607142857,0,0.284152232,0,0,0,2.147906547,0,2.147906547,CC
738,,0.100858731,0,,,0.700405365,1,4.376964286,,0.330348698,0,,,2.147197197,,2.147197197,CC
846,1,0.916855451,1,2.553571429,0,0.48116148,0,0,0,0.489214126,0,0,0,0,2.146593219,2.146593219,CL
488,,0.121644564,0,,,0.699339083,1,4.376964286,,0.460741685,0,,,2.140664476,,2.140664476,CC
385,0,0.057234916,0,0,1,0.689408787,1,4.5,0,0.39479868,0,0,0,2.138780138,0,2.138780138,CC
813,,0.443503667,0,,,0.697892812,1,4.376964286,,0.41382319,0,,,2.131819611,,2.131819611,CC
1303,0,0.08247579,0,0,1,0.592428536,1,6,0,0.479791128,0,0,0,2.105829422,0,2.105829422,CC
389,,0.21645347,0,,,0.692672895,1,4.376964286,,0.507046184,1,3.079821429,0.791809254,2.100048815,,2.100048815,CC
104,,0.053831371,0,,,0.691628266,1,4.376964286,,0.398353284,0,,,2.093719373,,2.093719373,CC
1008,,0.13514713,0,,,0.691472074,1,4.376964286,,0.496196513,0,,,2.092773816,,2.092773816,CC
955,1,0.172531248,0,5.702142857,0,0.542765132,1,0,1,0.400014311,0,13.05678571,2.089235202,0,0.169735865,2.089235202,MF
538,,0.158228702,0,,,0.690309887,1,4.376964286,,0.393385065,0,,,2.085744901,,2.085744901,CC
355,,0.165782482,0,,,0.689558675,1,4.376964286,,0.311238204,0,,,2.081207853,,2.081207853,CC
959,,0.173035672,0,,,0.689558675,1,4.376964286,,0.311238204,0,,,2.081207853,,2.081207853,CC
1021,,0.10017837,0,,,0.689558675,1,4.376964286,,0.311238204,0,,,2.081207853,,2.081207853,CC
1544,,0.149015315,0,,,0.689558675,1,4.376964286,,0.311238204,0,,,2.081207853,,2.081207853,CC
752,,0.053622264,0,,,0.688388167,1,4.376964286,,0.384276941,0,,,2.074148258,,2.074148258,CC
368,,0.256869696,0,,,0.688092037,1,4.376964286,,0.311238204,0,,,2.072364129,,2.072364129,CC
1508,,0.050890745,0,,,0.687985746,1,4.376964286,,0.321575686,0,,,2.071723936,,2.071723936,CC
145,,0.085160385,0,,,0.687363778,1,4.376964286,,0.454824885,0,,,2.06797978,,2.06797978,CC
1252,,0.107647376,0,,,0.686993139,1,4.376964286,,0.475472324,0,,,2.065750194,,2.065750194,CC
141,,0.145656522,0,,,0.685788315,1,4.376964286,,0.496080449,0,,,2.05851087,,2.05851087,CC
1080,,0.091094179,0,,,0.685302121,1,4.376964286,,0.311238204,0,,,2.055593115,,2.055593115,CC
1446,,0.147467818,0,,,0.685302121,1,4.376964286,,0.311238204,0,,,2.055593115,,2.055593115,CC
243,,0.07598023,0,,,0.685099542,1,4.376964286,,0.504517496,1,3.079821429,0.783931292,2.054378009,,2.054378009,CC
1231,1,0.289638043,0,24.43464286,0,0.731943545,1,0,0,0.337104578,0,0,0,0,2.049826978,2.049826978,CL
656,,0.074408332,0,,,0.683334015,1,4.376964286,,0.456965874,0,,,2.043803235,,2.043803235,CC
133,,0.159171087,0,,,0.683195281,1,4.376964286,,0.322126,0,,,2.042973434,,2.042973434,CC
309,,0.101706315,0,,,0.683195281,1,4.376964286,,0.322126,0,,,2.042973434,,2.042973434,CC
357,,0.204418648,0,,,0.683195281,1,4.376964286,,0.330348698,0,,,2.042973434,,2.042973434,CC
1500,1,0.196388008,0,6.571428571,1,0.689558675,1,2.352857143,1,0.311238204,0,21.025,2.036675349,1.118762787,0.253448497,2.036675349,MF
1232,0,0.304217664,0,0,1,0.580878691,1,6.035714286,1,0.41474144,0,1.825357143,0.313980526,2.036571038,0,2.036571038,CC
734,0,0.063685309,0,0,1,0.672260533,1,4.501071429,0,0.433385065,0,0,0,2.034188227,0,2.034188227,CC
644,0,1,1,0,1,0.688505016,1,4.286785714,1,0.279549454,0,9.138928571,0.714188049,2.032104286,0,2.032104286,CC
570,,0.130106589,0,,,0.680556666,1,4.376964286,,0.383041712,0,,,2.027223293,,2.027223293,CC
151,,0.035294751,0,,,0.679771469,1,4.376964286,,0.451049074,0,,,2.022548146,,2.022548146,CC
1047,,0.162004645,0,,,0.67945871,1,4.376964286,,0.297554446,0,,,2.020687449,,2.020687449,CC
1273,0,0.284795366,0,0,1,0.590340273,1,5.785714286,1,0.43474144,0,0.777142857,0.146880093,2.016330905,0,2.016330905,CC
1141,0,0.093952695,0,0,1,0.705302121,1,4.035714286,0,0.311238204,0,0,0,2.007570436,0,2.007570436,CC
788,,0.06817416,0,,,0.676393805,1,4.376964286,,0.303465375,0,,,2.002498712,,2.002498712,CC
1072,,0.041032394,0,,,0.676255466,1,4.376964286,,0.375076186,0,,,2.001679676,,2.001679676,CC
876,,0.034631687,0,,,0.676098069,1,4.376964286,,0.411049074,0,,,2.000748011,,2.000748011,CC
1414,,0.050847348,0,,,0.675605345,1,4.376964286,,0.4317385,0,,,1.99783288,,1.99783288,CC
1288,,0.092814687,0,,,0.675467006,1,4.376964286,,0.384276941,0,,,1.997014799,,1.997014799,CC
1457,,0.096579309,0,,,0.67445543,1,4.376964286,,0.295014016,0,,,1.991037841,,1.991037841,CC
439,,0.285000534,0,,,0.6736156,1,4.376964286,,0.322126,0,,,1.986082456,,1.986082456,CC
936,,0.151098626,0,,,0.6736156,1,4.376964286,,0.322126,0,,,1.986082456,,1.986082456,CC
296,,0.213489516,0,,,0.6736156,1,4.376964286,,0.322126,0,,,1.986082456,,1.986082456,CC
798,,0.27115807,0,,,0.6736156,1,4.376964286,,0.322126,0,,,1.986082456,,1.986082456,CC
1448,,0.213107974,0,,,0.6736156,1,4.376964286,,0.322126,0,,,1.986082456,,1.986082456,CC
62,,0.186132604,0,,,0.672583077,1,4.376964286,,0.444955622,0,,,1.97999856,,1.97999856,CC
593,1,0.482467536,0,8.5,0,0.322627691,0,0,0,0.376275451,0,0,0,0,1.978586844,1.978586844,CL
633,,0.018801597,0,,,0.671619796,1,4.376964286,,0.446128682,0,,,1.974331072,,1.974331072,CC
432,,0.194910479,0,,,0.671201314,1,4.376964286,,0.428293308,0,,,1.971871448,,1.971871448,CC
530,,0.096840173,0,,,0.670595034,1,4.376964286,,0.337799875,0,,,1.968310773,,1.968310773,CC
1069,,0.093895802,0,,,0.670564555,1,4.376964286,,0.390372127,0,,,1.968131852,,1.968131852,CC
757,0,0.159665879,0,0,0,0.650408362,1,0,1,0.444955622,0,9.939821429,1.967940567,0,0,1.967940567,MF
976,,0.250756608,0,,,0.670456695,1,4.376964286,,0.464239991,0,,,1.96749876,,1.96749876,CC
1562,,0.196463022,0,,,0.670408362,1,4.376964286,,0.456732923,0,,,1.967215095,,1.967215095,CC
362,,0.059536477,0,,,0.670181417,1,4.376964286,,0.462432806,0,,,1.965883444,,1.965883444,CC
666,0,0.143241472,0,0,1,0.537508437,1,6.785714286,0,0.459044693,0,0,0,1.960496815,0,1.960496815,CC
1390,,0.337967808,0,,,0.669153629,1,4.376964286,,0.327462393,0,,,1.959858327,,1.959858327,CC
951,,0.06521604,0,,,0.668800665,1,4.376964286,,0.444517496,0,,,1.957791304,,1.957791304,CC
5,,0.049665995,0,,,0.668800665,1,4.376964286,,0.444517496,0,,,1.957791304,,1.957791304,CC
1237,,0.149996227,0,,,0.668658638,1,4.376964286,,0.378360141,0,,,1.956959876,,1.956959876,CC
1013,,0.225221782,0,,,0.668518327,1,4.376964286,,0.323686582,0,,,1.956138668,,1.956138668,CC
929,,0.17288275,0,,,0.668092037,1,4.376964286,,0.311238204,0,,,1.953644744,,1.953644744,CC
799,,0.141215051,0,,,0.668092037,1,4.376964286,,0.311238204,0,,,1.953644744,,1.953644744,CC
384,1,0.24086996,0,12.50607143,1,0.564834575,1,6.107142857,0,0.461241694,0,0,0,1.948411237,0.725581473,1.948411237,CC
1108,0,0.137145863,0,0,1,0.580070462,1,5.785714286,0,0.472015388,0,0,0,1.946787214,0,1.946787214,CC
495,1,0.658360515,1,4.488214286,0,0.429982027,0,0,0,0.52065824,1,0,0,0,1.945365169,1.945365169,CL
110,,0.102666405,0,,,0.666342966,1,4.376964286,,0.418532504,0,,,1.94342882,,1.94342882,CC
1449,,0.059464613,0,,,0.66586423,1,4.376964286,,0.454824885,0,,,1.940637296,,1.940637296,CC
307,,0.061422002,0,,,0.665698279,1,4.376964286,,0.418140039,0,,,1.939670102,,1.939670102,CC
854,,0.09324388,0,,,0.665175166,1,4.376964286,,0.461663445,0,,,1.936622868,,1.936622868,CC
94,,0.063284457,0,,,0.664928588,1,4.376964286,,0.350137443,0,,,1.935187338,,1.935187338,CC
219,0,0.082265103,0,0,1,0.670428684,1,4.286785714,0,0.488686878,0,0,0,1.92680138,0,1.92680138,CC
1077,,0.072495671,0,,,0.662968268,1,4.376964286,,0.467273263,0,,,1.923793653,,1.923793653,CC
1244,,0.15357152,0,,,0.662777404,1,4.376964286,,0.311238204,0,,,1.922686115,,1.922686115,CC
423,,0.276236172,0,,,0.662638266,1,4.376964286,,0.456954131,0,,,1.921878935,,1.921878935,CC
1520,,0.263403612,0,,,0.662638266,1,4.376964286,,0.484955622,0,,,1.921878935,,1.921878935,CC
375,,0.129098832,0,,,0.662638266,1,4.376964286,,0.484955622,0,,,1.921878935,,1.921878935,CC
787,,0.065826475,0,,,0.662134722,1,4.376964286,,0.402800171,0,,,1.918959142,,1.918959142,CC
354,,0.045540625,0,,,0.661977298,1,4.376964286,,0.486658485,0,,,1.918046776,,1.918046776,CC
63,,0.071692358,0,,,0.660934197,1,4.376964286,,0.418532504,0,,,1.912006874,,1.912006874,CC
595,,0.2986153,0,,,0.660388545,1,4.376964286,,0.450377998,0,,,1.908851157,,1.908851157,CC
660,,0.149229228,0,,,0.660118447,1,4.376964286,,0.484955622,0,,,1.907290045,,1.907290045,CC
1584,1,0.611890575,1,5.083571429,0,0.325682742,0,0,0,0.371551058,0,0,0,0,1.903340363,1.903340363,CL
283,,0.159330332,0,,,0.659352185,1,4.376964286,,0.328902213,0,,,1.90286467,,1.90286467,CC
625,,0.10593129,0,,,0.659279178,1,4.376964286,,0.538603264,1,3.079821429,0.893436104,1.902443299,,1.902443299,CC
974,,0.103477979,0,,,0.659279178,1,4.376964286,,0.538603264,1,3.079821429,0.893436104,1.902443299,,1.902443299,CC
305,,0.169524287,0,,,0.657189077,1,4.376964286,,0.311238204,0,,,1.89039986,,1.89039986,CC
1338,0,0.170172968,0,0,0,0.63445543,1,0,1,0.311238204,0,19.46107143,1.885178808,0,0,1.885178808,MF
1425,1,0.278506299,0,24.25,1,0.498691606,0,6.285714286,0,0.567717259,1,0,0,1.563215144,1.88096964,1.88096964,CL
797,,0.070339937,0,,,0.655144812,1,4.376964286,,0.480464179,0,,,1.878657518,,1.878657518,CC
555,,0.272880674,0,,,0.655082238,1,4.376964286,,0.322126,0,,,1.878298671,,1.878298671,CC
648,0,0.997571435,1,0,1,0.478167512,0,8.214285714,1,0.424517496,0,0.775178571,0.139698887,1.878148533,0,1.878148533,CC
1367,0,0.167413535,0,0,1,0.601977156,1,5.177142857,0,0.260701169,0,0,0,1.876074892,0,1.876074892,CC
1126,,0.20004101,0,,,0.654263626,1,4.376964286,,0.480687955,0,,,1.873607237,,1.873607237,CC
578,1,0.110129631,0,9.9925,0,0.577481484,1,0,1,0.41474144,0,10.88357143,1.872088153,0,0.121194393,1.872088153,MF
1183,,0.272475972,0,,,0.652407342,1,4.376964286,,0.479972324,0,,,1.86299068,,1.86299068,CC
1541,,0.215110945,0,,,0.651943545,1,4.376964286,,0.342126,0,,,1.860342821,,1.860342821,CC
1380,,0.175569463,0,,,0.651235469,1,4.376964286,,0.3792659,0,,,1.856303975,,1.856303975,CC
1289,,0.077502485,0,,,0.65056547,1,4.376964286,,0.522826376,1,3.079821429,0.841861239,1.852486362,,1.852486362,CC
345,,0.092482523,0,,,0.650408362,1,4.376964286,,0.446646742,0,,,1.851591742,,1.851591742,CC
842,,0.218857006,0,,,0.650198876,1,4.376964286,,0.311238204,0,,,1.850399198,,1.850399198,CC
996,,0.125084555,0,,,0.64973133,1,4.376964286,,0.388274914,0,,,1.847738981,,1.847738981,CC
490,,0.25374328,0,,,0.648537863,1,4.376964286,,0.379101977,0,,,1.840957131,,1.840957131,CC
1138,,0.192346476,0,,,0.648457716,1,4.376964286,,0.400014311,0,,,1.840502142,,1.840502142,CC
356,,0.191744504,0,,,0.648457716,1,4.376964286,,0.370180385,0,,,1.840502142,,1.840502142,CC
97,,0.259643931,0,,,0.647415562,1,4.376964286,,0.444517496,0,,,1.834591055,,1.834591055,CC
861,,0.148357094,0,,,0.647122042,1,4.376964286,,0.501663445,1,3.079821429,0.775086991,1.832927927,,1.832927927,CC
1598,,0.055948909,0,,,0.646898777,1,4.376964286,,0.41382319,0,,,1.83166338,,1.83166338,CC
61,,0.312669219,0,,,0.646834329,1,4.376964286,,0.322126,0,,,1.831298434,,1.831298434,CC
541,,0.433171587,0,,,0.646834329,1,4.376964286,,0.322126,0,,,1.831298434,,1.831298434,CC
431,,0.385147729,0,,,0.646834329,1,4.376964286,,0.322126,0,,,1.831298434,,1.831298434,CC
1518,,0.341052711,0,,,0.646834329,1,4.376964286,,0.322126,0,,,1.831298434,,1.831298434,CC
1365,,0.075849856,0,,,0.646646882,1,4.376964286,,0.30870266,0,,,1.830237203,,1.830237203,CC
93,0,0.219558521,0,0,1,0.734418182,1,3.392857143,0,0.370843649,0,0,0,1.830005583,0,1.830005583,CC
29,0,0.174956351,0,0,1,0.652583077,1,4.286785714,0,0.47909512,0,0,0,1.825590594,0,1.825590594,CC
1249,,0.138689724,0,,,0.6456678,1,4.376964286,,0.381705432,0,,,1.824699106,,1.824699106,CC
1155,1,0.390210696,0,11.97642857,1,0.562258488,1,0.214285714,0,0.484955622,0,0,0,0.06774313,1.823583554,1.823583554,CL
1004,,0.126832623,0,,,0.645428182,1,4.376964286,,0.484955622,0,,,1.823345006,,1.823345006,CC
585,0,0.34097017,0,0,1,0.539843584,1,6.253214286,0,0.432405449,0,0,0,1.822381091,0,1.822381091,CC
1271,,0.048188815,0,,,0.642968268,1,4.376964286,,0.391049074,0,,,1.809472901,,1.809472901,CC
226,,0.092128776,0,,,0.642789567,1,4.376964286,,0.428731433,0,,,1.808467219,,1.808467219,CC
1385,,0.15777263,0,,,0.641930033,1,4.376964286,,0.39458433,0,,,1.803633913,,1.803633913,CC
153,,0.083416653,0,,,0.641497995,1,4.376964286,,0.444517496,0,,,1.801206931,,1.801206931,CC
55,,0.16588182,0,,,0.64083892,1,4.376964286,,0.403568915,0,,,1.797507716,,1.797507716,CC
664,,0.145562221,0,,,0.64083892,1,4.376964286,,0.403568915,0,,,1.797507716,,1.797507716,CC
352,,0.031435111,0,,,0.640482268,1,4.376964286,,0.431049074,0,,,1.795507504,,1.795507504,CC
1546,,0.082619144,0,,,0.640293044,1,4.376964286,,0.43157045,0,,,1.794446728,,1.794446728,CC
20,0,0.056133496,0,0,1,0.68474796,1,3.8225,0,0.33670415,0,0,0,1.792292918,0,1.792292918,CC
545,,0.046253231,0,,,0.639495565,1,4.376964286,,0.413385065,0,,,1.789979581,,1.789979581,CC
727,,0.14524569,0,,,0.638775092,1,4.376964286,,0.418532504,0,,,1.785948574,,1.785948574,CC
101,,0.11112574,0,,,0.636488167,1,4.376964286,,0.443515802,0,,,1.773183457,,1.773183457,CC
1571,0,0.096530164,0,0,1,0.622777404,1,4.571428571,1,0.322126,0,3.45375,0.35837892,1.773036318,0,1.773036318,CC
21,0,0.046246074,0,0,1,0.700207279,1,3.607142857,0,0.422432806,0,0,0,1.768546913,0,1.768546913,CC
1262,,0.117184632,0,,,0.635534271,1,4.376964286,,0.454824885,0,,,1.76787255,,1.76787255,CC
1475,,0.194141089,0,,,0.63546131,1,4.376964286,,0.415346217,0,,,1.767466661,,1.767466661,CC
567,,0.114424409,0,,,0.633961762,1,4.376964286,,0.411791613,0,,,1.759134841,,1.759134841,CC
518,1,0.14107415,0,12.20821429,1,0.597008464,1,4.928571429,0,0.542127119,1,0,0,1.756637024,0.242966854,1.756637024,CC
717,,0.158758931,0,,,0.633058584,1,4.376964286,,0.484955622,0,,,1.754126087,,1.754126087,CC
688,,0.185752906,0,,,0.633058584,1,4.376964286,,0.484955622,0,,,1.754126087,,1.754126087,CC
318,,0.125869412,0,,,0.632988792,1,4.376964286,,0.311238204,0,,,1.753739335,,1.753739335,CC
616,,0.125603667,0,,,0.632988792,1,4.376964286,,0.311238204,0,,,1.753739335,,1.753739335,CC
1026,,0.152055222,0,,,0.632988792,1,4.376964286,,0.311238204,0,,,1.753739335,,1.753739335,CC
161,,0.296960308,0,,,0.632882501,1,4.376964286,,0.486799757,0,,,1.753150414,,1.753150414,CC
1331,,0.148778741,0,,,0.632551134,1,4.376964286,,0.420067514,0,,,1.75131505,,1.75131505,CC
870,,0.423941095,0,,,0.632219315,1,4.376964286,,0.504463766,1,3.079821429,0.783764325,1.749478148,,1.749478148,CC
760,,0.076778679,0,,,0.632154861,1,4.376964286,,0.428293308,0,,,1.749121453,,1.749121453,CC
1594,,0.27269879,0,,,0.630564555,1,4.376964286,,0.390372127,0,,,1.740332026,,1.740332026,CC
1441,,0.219619961,0,,,0.630383927,1,4.376964286,,0.425931111,0,,,1.739335121,,1.739335121,CC
1024,,0.185981588,0,,,0.629911958,1,4.376964286,,0.484955622,0,,,1.736731608,,1.736731608,CC
180,,0.214687059,0,,,0.629887523,1,4.376964286,,0.425931111,0,,,1.736596873,,1.736596873,CC
211,,0.390367637,0,,,0.629759535,1,4.376964286,,0.510330139,1,3.079821429,0.802098995,1.735891219,,1.735891219,CC
